feature,importance
t_cr_area_over_mass_std,0.08362914385754397
c_h_per_max,0.08333569678399097
last_t_actual_od_span,0.08303831239350506
t_crdot_n_mean,0.08302823668460697
t_sedr_delta,0.08244516238396181
t_ctdot_n_delta,0.08206885748344593
t_weighted_rms_std,0.08112220256538621
t_cr_area_over_mass_max,0.0805620677273192
c_cn_r_mean,0.07977872027322422
last_c_cndot_rdot,0.0778267052207494
c_h_per_std,0.07748994280030427
SSN_min,0.07730259986028715
elevation_max,0.07543977839310602
last_c_ct_r,0.07479445843864019
c_j2k_sma_min,0.07394674610919347
c_ct_r_max,0.07388253537890244
t_rcs_estimate_std,0.07385211091755507
t_h_apo_std,0.0726130717053108
t_ct_r_min,0.0722420408126278
t_crdot_r_min,0.07193948023558694
t_h_apo_mean,0.0714152168345393
c_sigma_t_mean,0.07134727280243987
t_j2k_sma_max,0.06976636627909315
last_c_cn_t,0.06959426391859748
relative_velocity_n_mean,0.06952895540737115
t_cr_area_over_mass_mean,0.06874792248371102
c_cn_r_std,0.06782810559530374
c_weighted_rms_max,0.06768425812944648
c_cndot_n_delta,0.0669478831256921
t_span_max,0.06549526313789292
t_sigma_r_std,0.06138105090673952
c_sigma_tdot_max,0.06053495454993502
time_to_tca_max,0.06013134960500973
relative_speed_max,0.059505666836297544
max_risk_scaling_std,0.059501124377199587
t_obs_used_mean,0.059297348732984874
c_cndot_r_min,0.05892711386443473
last_c_sedr,0.05786582596160737
geocentric_latitude_max,0.056828662747021426
t_j2k_ecc_mean,0.05608305215881725
c_sigma_rdot_max,0.05452871123631808
c_crdot_r_max,0.05451863771194631
c_ctdot_r_std,0.05399752105766176
elevation_delta,0.053762197341817544
relative_position_t_std,0.05371869530595628
c_sigma_r_std,0.0527678070642249
c_cn_r_min,0.05272436463777818
t_j2k_sma_delta,0.05254762259193262
relative_velocity_n_std,0.05050840709564654
c_obs_available_max,0.05002956450633282
relative_position_r_min,0.049823726072051835
t_sedr_min,0.04967945420618801
last_SSN,0.049301521162483916
c_actual_od_span_min,0.049228912828085315
last_c_actual_od_span,0.04838392690757756
relative_velocity_r_min,0.048250988731097684
c_ctdot_t_mean,0.04790827075138964
c_ctdot_t_delta,0.04765364323692803
last_c_cn_r,0.04747552291335253
c_obs_available_delta,0.0473441227686038
t_j2k_ecc_std,0.04599372488208087
last_geocentric_latitude,0.04247224271130166
relative_velocity_n_max,0.04225485629326602
t_cn_r_min,0.04222000766897905
t_actual_od_span_delta,0.03944505221125642
c_sedr_min,0.039325138456161014
last_c_cndot_n,0.03842682897737572
t_j2k_inc_min,0.038256317088876314
